-83.890198     30.577400
-83.898102     31.805099
30.0   3.961
31.0   3.961
32.0   3.968
33.0   3.995
34.0   4.034
35.0   4.063
36.0   4.084
37.0   4.099
38.0   4.119
39.0   4.143
40.0   4.157
41.0   4.164
42.0   4.163
43.0   4.170
44.0   4.200
45.0   4.231
46.0   4.228
47.0   4.203
48.0   4.181
49.0   4.172
50.0   4.159
51.0   4.144
52.0   4.076
53.0   4.045
54.0   4.087
55.0   4.119
56.0   4.135
57.0   4.148
58.0   4.158
59.0   4.167
60.0   4.174
61.0   4.181
62.0   4.191
63.0   4.217
64.0   4.243
