-83.890198     30.577400
-83.908302     31.958700
30.0   3.937
31.0   3.931
32.0   3.937
33.0   3.966
34.0   4.014
35.0   4.052
36.0   4.077
37.0   4.093
38.0   4.112
39.0   4.131
40.0   4.140
41.0   4.138
42.0   4.133
43.0   4.132
44.0   4.163
45.0   4.204
46.0   4.202
47.0   4.175
48.0   4.151
49.0   4.139
50.0   4.127
51.0   4.106
52.0   4.067
53.0   4.046
54.0   4.056
55.0   4.078
56.0   4.091
57.0   4.102
58.0   4.111
59.0   4.118
60.0   4.123
61.0   4.125
62.0   4.127
63.0   4.141
64.0   4.162
65.0   4.189
66.0   4.197
67.0   4.169
68.0   4.125
69.0   4.080
70.0   4.063
71.0   4.067
72.0   4.075
73.0   4.080
74.0   4.085
