-83.890198     30.577400
-83.888496     32.009499
30.0   3.931
31.0   3.926
32.0   3.933
33.0   3.962
34.0   4.008
35.0   4.045
36.0   4.070
37.0   4.085
38.0   4.102
39.0   4.119
40.0   4.127
41.0   4.125
42.0   4.117
43.0   4.123
44.0   4.155
45.0   4.193
46.0   4.192
47.0   4.167
48.0   4.146
49.0   4.137
50.0   4.127
51.0   4.113
52.0   4.067
53.0   4.040
54.0   4.046
55.0   4.068
56.0   4.083
57.0   4.095
58.0   4.105
59.0   4.112
60.0   4.116
61.0   4.117
62.0   4.123
63.0   4.130
64.0   4.145
65.0   4.167
66.0   4.176
67.0   4.152
68.0   4.116
69.0   4.078
70.0   4.060
71.0   4.064
72.0   4.075
73.0   4.086
74.0   4.099
75.0   4.110
76.0   4.121
