-83.890198     30.577400
-83.901703     32.272499
30.0   3.932
31.0   3.921
32.0   3.924
33.0   3.949
34.0   3.992
35.0   4.031
36.0   4.055
37.0   4.069
38.0   4.083
39.0   4.094
40.0   4.095
41.0   4.088
42.0   4.077
43.0   4.076
44.0   4.102
45.0   4.157
46.0   4.163
47.0   4.137
48.0   4.110
49.0   4.089
50.0   4.067
51.0   4.055
52.0   4.048
53.0   4.038
54.0   4.016
55.0   4.031
56.0   4.047
57.0   4.060
58.0   4.073
59.0   4.081
60.0   4.084
61.0   4.081
62.0   4.076
63.0   4.078
64.0   4.080
65.0   4.093
66.0   4.116
67.0   4.117
68.0   4.093
69.0   4.062
70.0   4.046
71.0   4.055
72.0   4.071
73.0   4.082
74.0   4.089
75.0   4.093
76.0   4.096
77.0   4.100
78.0   4.099
79.0   4.097
80.0   4.080
81.0   4.041
82.0   3.971
83.0   3.890
84.0   3.840
85.0   3.841
86.0   3.865
87.0   3.919
88.0   3.982
89.0   4.025
90.0   4.048
91.0   4.070
