-83.890198     30.577400
-83.884102     32.179401
30.0   3.930
31.0   3.924
32.0   3.929
33.0   3.957
34.0   4.002
35.0   4.040
36.0   4.063
37.0   4.075
38.0   4.088
39.0   4.101
40.0   4.102
41.0   4.097
42.0   4.087
43.0   4.087
44.0   4.122
45.0   4.173
46.0   4.177
47.0   4.149
48.0   4.122
49.0   4.102
50.0   4.082
51.0   4.066
52.0   4.052
53.0   4.042
54.0   4.025
55.0   4.042
56.0   4.059
57.0   4.073
58.0   4.087
59.0   4.095
60.0   4.099
61.0   4.101
62.0   4.096
63.0   4.100
64.0   4.102
65.0   4.121
66.0   4.140
67.0   4.134
68.0   4.107
69.0   4.075
70.0   4.061
71.0   4.070
72.0   4.083
73.0   4.095
74.0   4.101
75.0   4.105
76.0   4.107
77.0   4.111
78.0   4.111
79.0   4.109
80.0   4.094
81.0   4.052
82.0   3.978
83.0   3.898
84.0   3.843
85.0   3.829
86.0   3.852
87.0   3.909
88.0   3.975
