-83.890198     30.577400
-83.923401     32.917400
30.0   3.659
31.0   3.945
32.0   3.944
33.0   3.950
34.0   3.962
35.0   3.972
36.0   3.981
37.0   3.984
38.0   3.987
39.0   3.989
40.0   3.986
41.0   3.984
42.0   3.987
43.0   3.994
44.0   4.027
45.0   4.108
46.0   4.156
47.0   4.138
48.0   4.117
49.0   4.103
50.0   4.089
51.0   4.083
52.0   4.081
53.0   4.062
54.0   4.038
55.0   4.059
56.0   4.072
57.0   4.083
58.0   4.091
59.0   4.094
60.0   4.092
61.0   4.085
62.0   4.075
63.0   4.071
64.0   4.067
65.0   4.064
66.0   4.067
67.0   4.067
68.0   4.063
69.0   4.057
70.0   4.054
71.0   4.059
72.0   4.069
73.0   4.081
74.0   4.093
75.0   4.102
76.0   4.108
77.0   4.114
78.0   4.116
79.0   4.115
80.0   4.106
81.0   4.086
82.0   4.056
83.0   4.009
84.0   3.971
85.0   3.961
86.0   3.976
87.0   4.015
88.0   4.054
89.0   4.084
90.0   4.100
91.0   4.116
92.0   4.131
93.0   4.149
94.0   4.163
95.0   4.172
96.0   4.178
97.0   4.182
98.0   4.187
99.0   4.194
100.0   4.207
101.0   4.232
102.0   4.271
103.0   4.318
104.0   4.363
105.0   4.394
106.0   4.416
107.0   4.429
108.0   4.438
109.0   4.444
110.0   4.447
111.0   4.449
112.0   4.451
113.0   4.451
114.0   4.451
115.0   4.451
116.0   4.450
