-83.890198     30.577400
-83.906403     32.313202
30.0   3.931
31.0   3.920
32.0   3.921
33.0   3.945
34.0   3.987
35.0   4.025
36.0   4.052
37.0   4.066
38.0   4.080
39.0   4.091
40.0   4.093
41.0   4.084
42.0   4.073
43.0   4.071
44.0   4.101
45.0   4.149
46.0   4.156
47.0   4.132
48.0   4.105
49.0   4.084
50.0   4.063
51.0   4.053
52.0   4.047
53.0   4.038
54.0   4.014
55.0   4.029
56.0   4.044
57.0   4.059
58.0   4.071
59.0   4.079
60.0   4.081
61.0   4.082
62.0   4.073
63.0   4.076
64.0   4.079
65.0   4.092
66.0   4.113
67.0   4.109
68.0   4.086
69.0   4.057
70.0   4.043
71.0   4.052
72.0   4.068
73.0   4.080
74.0   4.088
75.0   4.092
76.0   4.096
77.0   4.100
78.0   4.100
79.0   4.095
80.0   4.079
81.0   4.043
82.0   3.974
83.0   3.900
84.0   3.855
85.0   3.849
86.0   3.870
87.0   3.925
88.0   3.987
89.0   4.032
90.0   4.061
91.0   4.085
92.0   4.105
93.0   4.122
