-83.910896     30.201700
-83.886002     31.716499
20.0   2.500
21.0   2.500
22.0   2.500
23.0   2.500
24.0   2.500
25.0   2.500
26.0   2.500
27.0   2.748
28.0   3.014
29.0   3.850
30.0   3.903
31.0   3.929
32.0   3.946
33.0   3.963
34.0   3.977
35.0   3.987
36.0   3.992
37.0   3.999
38.0   4.012
39.0   4.031
40.0   4.053
41.0   4.076
42.0   4.098
43.0   4.137
44.0   4.195
45.0   4.231
46.0   4.215
47.0   4.181
48.0   4.158
49.0   4.143
50.0   4.130
51.0   4.104
52.0   4.027
53.0   4.032
54.0   4.116
55.0   4.150
56.0   4.167
57.0   4.179
58.0   4.186
59.0   4.191
60.0   4.194
61.0   4.202
62.0   4.206
63.0   4.223
64.0   4.248
65.0   4.260
66.0   4.231
67.0   4.162
68.0   4.095
69.0   4.050
70.0   4.032
71.0   4.034
72.0   4.043
73.0   4.053
74.0   4.065
75.0   4.071
76.0   4.077
77.0   4.077
78.0   4.075
79.0   4.064
80.0   4.039
81.0   3.994
82.0   3.943
83.0   3.910
84.0   3.927
