-83.890198     30.577400
-83.893303     32.055000
30.0   3.936
31.0   3.930
32.0   3.936
33.0   3.965
34.0   4.011
35.0   4.047
36.0   4.070
37.0   4.085
38.0   4.100
39.0   4.115
40.0   4.119
41.0   4.115
42.0   4.106
43.0   4.111
44.0   4.139
45.0   4.187
46.0   4.189
47.0   4.163
48.0   4.139
49.0   4.122
50.0   4.105
51.0   4.092
52.0   4.062
53.0   4.042
54.0   4.037
55.0   4.057
56.0   4.071
57.0   4.085
58.0   4.096
59.0   4.103
60.0   4.109
61.0   4.112
62.0   4.116
63.0   4.124
64.0   4.139
65.0   4.155
66.0   4.170
67.0   4.152
68.0   4.119
69.0   4.085
70.0   4.069
71.0   4.076
72.0   4.089
73.0   4.100
74.0   4.111
75.0   4.117
76.0   4.126
77.0   4.132
78.0   4.137
79.0   4.137
