-83.890198     30.577400
-83.898697     32.093800
30.0   3.933
31.0   3.926
32.0   3.931
33.0   3.959
34.0   4.003
35.0   4.039
36.0   4.062
37.0   4.075
38.0   4.090
39.0   4.105
40.0   4.109
41.0   4.105
42.0   4.095
43.0   4.100
44.0   4.127
45.0   4.175
46.0   4.180
47.0   4.154
48.0   4.127
49.0   4.110
50.0   4.090
51.0   4.080
52.0   4.059
53.0   4.035
54.0   4.011
55.0   4.035
56.0   4.055
57.0   4.070
58.0   4.081
59.0   4.089
60.0   4.093
61.0   4.095
62.0   4.091
63.0   4.096
64.0   4.109
65.0   4.136
66.0   4.159
67.0   4.153
68.0   4.125
69.0   4.093
70.0   4.080
71.0   4.090
72.0   4.102
73.0   4.113
74.0   4.118
75.0   4.121
76.0   4.126
77.0   4.130
78.0   4.129
79.0   4.126
80.0   4.113
81.0   4.076
82.0   3.989
83.0   3.883
84.0   3.828
85.0   3.840
86.0   3.871
