-83.890198     30.577400
-83.893700     31.902500
30.0   3.937
31.0   3.933
32.0   3.940
33.0   3.970
34.0   4.016
35.0   4.052
36.0   4.077
37.0   4.093
38.0   4.112
39.0   4.134
40.0   4.144
41.0   4.146
42.0   4.143
43.0   4.144
44.0   4.177
45.0   4.215
46.0   4.210
47.0   4.185
48.0   4.165
49.0   4.157
50.0   4.146
51.0   4.128
52.0   4.069
53.0   4.040
54.0   4.063
55.0   4.087
56.0   4.100
57.0   4.113
58.0   4.123
59.0   4.131
60.0   4.134
61.0   4.139
62.0   4.147
63.0   4.164
64.0   4.189
65.0   4.210
66.0   4.214
67.0   4.173
68.0   4.122
69.0   4.081
70.0   4.064
71.0   4.070
