-83.910896     30.201700
-83.911003     31.611000
30.0   3.924
31.0   3.953
32.0   3.966
33.0   3.971
34.0   3.969
35.0   3.970
36.0   3.969
37.0   3.974
38.0   3.984
39.0   4.004
40.0   4.028
41.0   4.055
42.0   4.081
43.0   4.122
44.0   4.184
45.0   4.229
46.0   4.213
47.0   4.179
48.0   4.162
49.0   4.152
50.0   4.146
51.0   4.126
52.0   4.024
53.0   4.020
54.0   4.122
55.0   4.160
56.0   4.178
57.0   4.189
58.0   4.197
59.0   4.203
60.0   4.208
61.0   4.219
62.0   4.223
63.0   4.248
64.0   4.268
65.0   4.288
66.0   4.253
67.0   4.181
68.0   4.110
69.0   4.064
70.0   4.042
71.0   4.038
72.0   4.045
73.0   4.055
74.0   4.065
75.0   4.072
76.0   4.080
