-83.910896     30.201700
-83.898102     31.805099
30.0   3.885
31.0   3.907
32.0   3.925
33.0   3.949
34.0   3.974
35.0   3.993
36.0   4.002
37.0   4.012
38.0   4.025
39.0   4.043
40.0   4.060
41.0   4.080
42.0   4.099
43.0   4.135
44.0   4.193
45.0   4.226
46.0   4.209
47.0   4.174
48.0   4.149
49.0   4.133
50.0   4.116
51.0   4.096
52.0   4.037
53.0   4.023
54.0   4.093
55.0   4.131
56.0   4.150
57.0   4.163
58.0   4.170
59.0   4.176
60.0   4.179
61.0   4.185
62.0   4.188
63.0   4.205
64.0   4.222
65.0   4.242
66.0   4.219
67.0   4.157
68.0   4.095
69.0   4.054
70.0   4.045
71.0   4.051
72.0   4.062
73.0   4.072
74.0   4.079
75.0   4.083
76.0   4.084
77.0   4.084
78.0   4.078
79.0   4.067
80.0   4.042
81.0   4.000
82.0   3.961
83.0   3.952
84.0   3.977
85.0   4.009
86.0   4.086
