-83.910896     30.201700
-83.893700     31.902500
20.0   3.498
21.0   3.550
22.0   3.595
23.0   3.653
24.0   3.747
25.0   3.927
26.0   3.968
27.0   3.964
28.0   3.954
29.0   3.838
30.0   3.871
31.0   3.889
32.0   3.905
33.0   3.932
34.0   3.963
35.0   3.988
36.0   4.002
37.0   4.013
38.0   4.025
39.0   4.041
40.0   4.056
41.0   4.072
42.0   4.088
43.0   4.118
44.0   4.175
45.0   4.214
46.0   4.196
47.0   4.162
48.0   4.138
49.0   4.123
50.0   4.108
51.0   4.086
52.0   4.034
53.0   4.021
54.0   4.074
55.0   4.106
56.0   4.122
57.0   4.135
58.0   4.142
59.0   4.147
60.0   4.148
61.0   4.152
62.0   4.155
63.0   4.164
64.0   4.181
65.0   4.194
66.0   4.188
67.0   4.142
68.0   4.088
69.0   4.049
70.0   4.031
71.0   4.034
72.0   4.045
73.0   4.056
74.0   4.066
75.0   4.076
76.0   4.081
77.0   4.083
78.0   4.084
79.0   4.081
80.0   4.066
81.0   4.026
82.0   3.966
83.0   3.917
84.0   3.918
85.0   3.946
86.0   4.001
87.0   4.086
88.0   4.153
89.0   4.185
